ASVID,S01AUG.MCS.09,S01JUL22.KIT1.KITOME.09,S05JUL22.MCS,S07SEP22.EXT12,S09Feb23.Soil.F13.Rep1,S09Feb23.Soil.F13.Rep2,S09Feb23.Soil.F13.Rep3,S09Feb23.Soil.F8.Rep.1,S09Feb23.Soil.F8.Rep.2,S09Feb23.Soil.F8.Rep.3,S11JAN22.GTEXT1.09,S12JAN22.GTEXT10.09,S12JAN22.GTEXT2.09,S12JAN22.GTEXT5.09,S12JAN22.GTEXT6.09,S12JAN22.GTEXT7.09,S12JAN22.GTEXT8.09,S12JAN22.GTEXT9.09,S13JAN22.GTEXT1.09,S13JAN22.GTEXT2.09,S13JAN22.GTEXT3.09,S13JAN22.GTEXT4.09,S13JAN22.GTEXT5.09,S13JAN22.GTEXT6.09,S13JAN22.GTEXT7.09,S13JAN22.GTEXT8.09,S13JAN22.GTEXT9.09,S15SEP22.SOIL08.09,S15SEP22.SOIL13.09,S28JAN22.GTEXT02.09,S28JAN22.GTEXT03.09,S28JAN22.GTEXT05.09,S28JAN22.GTEXT06.09,S28JAN22.GTEXT07.09,S28JAN22.GTEXT08.09,S28JAN22.GTEXT09.09,S28JAN22.GTEXT10.09,S28JAN22.GTEXT11.09,S28JAN22.GTEXT12.09,S28JAN22.GTEXT13.09,S28JAN22.GTEXT14.09,POWERSOILKITOME1,POWERSOILKITOME2,POWERSOILKITOME3
ASV_521,0,350,0,0,0,0,0,0,0,0,0,0,181,921,0,0,126,919,723,428,0,0,0,0,0,0,0,0,0,0,0,198,483,202,0,0,1597,720,45,0,95,0,0,0
ASV_522,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_523,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_524,0,0,0,0,35,46,46,28,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_525,0,0,0,0,0,0,0,49,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,177,250,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_526,0,0,0,0,0,0,0,92,171,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,197,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
ASV_527,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_528,0,0,0,0,49,44,69,23,85,18,0,0,0,113,172,0,497,0,0,0,0,0,401,682,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_529,0,0,0,0,32,33,101,58,84,86,0,657,0,0,181,0,0,0,0,0,0,0,0,0,1093,0,0,0,277,0,0,31,0,0,0,0,0,0,62,0,0,0,0,0
ASV_530,0,0,0,0,0,0,0,72,177,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_531,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_532,0,0,0,0,0,0,0,247,312,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_533,0,0,0,0,0,0,0,40,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_534,0,0,0,0,0,0,0,0,89,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_535,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_536,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_537,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_538,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0
ASV_540,0,0,0,0,44,70,33,0,0,45,0,0,0,0,301,450,0,0,0,0,0,0,227,366,0,0,0,0,226,605,469,0,0,33,0,0,0,0,0,0,0,0,0,0
ASV_541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0
ASV_543,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0
ASV_544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_545,0,0,0,0,33,0,39,75,186,198,0,0,0,131,0,0,0,0,791,0,0,0,0,0,0,0,0,0,118,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_546,0,0,0,0,0,0,0,0,14,0,0,494,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1647,0,1108,0,54,228,0,0,0,0,0,0,0,423,569,171,0,0,16,88,0,0,0
ASV_548,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0
ASV_549,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_550,0,0,0,0,33,31,0,34,75,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_551,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_553,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_554,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_555,0,0,0,0,0,0,0,59,149,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_556,0,0,0,0,0,0,0,22,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_557,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_559,0,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_560,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
ASV_562,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_563,0,0,0,0,0,0,0,0,0,0,0,293,0,193,0,0,0,0,0,0,0,0,0,0,338,0,0,0,54,0,0,0,0,0,0,0,0,0,0,41,57,0,0,0
ASV_564,0,0,0,0,0,0,0,0,3,0,0,0,0,114,0,0,0,0,0,0,0,154,588,299,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,291,0,0,110,0,0,0,0,0,0,0
ASV_566,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_567,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
ASV_568,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
ASV_570,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0
ASV_572,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_573,0,0,0,0,0,0,0,0,0,0,0,219,119,0,205,0,0,0,0,0,28,373,0,0,0,0,0,0,0,0,249,0,0,383,0,0,0,0,0,0,127,0,0,0
ASV_574,0,0,0,0,0,0,0,0,0,0,1065,60,0,0,0,0,368,920,0,0,0,0,0,0,0,482,0,0,0,0,0,0,63,0,0,0,0,802,0,62,0,0,0,0
ASV_575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,248,0,0,0,0,0,0,0
ASV_576,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_577,0,0,0,0,0,0,0,0,0,0,0,0,179,1265,0,0,340,0,0,534,0,1854,830,578,380,451,648,0,21,597,0,332,1225,1284,0,0,709,342,1092,498,468,0,0,0
ASV_578,0,0,0,0,0,0,0,0,0,0,0,0,0,206,72,0,617,471,0,0,0,0,0,0,0,0,906,0,0,0,0,0,282,485,0,0,0,0,0,63,171,0,0,0
ASV_579,0,0,0,0,8,0,0,10,19,52,0,128,275,461,230,0,0,0,253,0,185,0,416,0,423,0,256,0,48,0,0,331,0,0,0,0,0,0,122,90,0,0,0,0
ASV_580,0,0,0,0,0,0,0,0,0,0,0,41,351,128,216,0,0,0,506,401,0,0,479,0,0,0,0,0,0,0,365,342,109,527,0,0,0,0,138,204,0,0,0,0
ASV_581,0,0,0,0,0,0,0,0,0,0,0,0,156,205,78,0,0,0,0,0,0,0,470,187,0,0,0,0,38,131,0,179,249,338,0,0,0,0,771,103,327,0,0,0
ASV_582,0,0,0,0,0,0,0,0,0,0,0,274,265,182,421,325,0,135,0,0,0,0,0,0,698,224,1494,0,95,537,469,232,0,329,0,0,0,0,201,100,45,0,0,0
ASV_583,0,0,0,0,0,0,0,0,0,0,426,0,0,0,111,298,0,1157,0,0,257,575,412,0,278,0,0,0,0,0,0,0,44,469,0,0,0,0,0,0,0,0,0,0
ASV_584,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
ASV_585,0,0,0,0,0,0,0,0,0,0,0,252,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,70,0,0,0,0,0,0,45,0,0,0,0
ASV_586,0,0,0,0,0,0,0,0,0,13,0,78,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0
ASV_588,0,0,0,0,0,0,0,0,72,154,0,0,0,0,40,710,994,0,0,335,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0
ASV_589,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,272,0,0,0,0,395,0,0,0,0,0
ASV_590,0,0,0,0,0,0,0,3,26,66,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,261,0,0,30,259,0,619,934,491,0,0,376,0,41,43,0,0,0,0
ASV_591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_592,0,0,0,0,0,0,5,89,44,53,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_595,0,0,0,0,87,0,71,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_596,0,0,0,0,0,0,0,192,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_598,0,0,0,0,74,125,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_600,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_602,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_603,0,0,0,0,0,0,0,35,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_604,0,0,0,0,37,50,0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_606,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_607,0,0,0,0,0,0,0,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_608,0,0,0,0,18,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_609,0,0,0,0,32,24,0,276,145,246,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_610,0,0,0,0,0,0,0,42,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_611,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_612,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_613,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_614,0,0,0,0,0,0,0,0,0,61,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,87,0,0,0,0,0,0,0,258,332,0,0,0
ASV_615,0,0,0,0,29,0,0,209,194,215,0,168,0,0,0,0,0,0,0,0,0,622,0,0,473,0,0,0,118,0,0,0,0,0,0,0,0,446,174,0,0,0,0,0
ASV_616,0,0,0,0,0,0,0,23,0,0,0,400,0,0,214,0,0,0,0,0,303,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_618,0,0,0,0,31,43,20,214,0,0,0,264,13,237,320,0,0,0,0,0,445,0,0,302,0,0,0,0,117,0,0,0,0,0,0,0,0,0,410,389,559,0,0,0
ASV_619,0,0,0,0,235,228,282,797,433,475,0,433,895,175,911,0,0,582,0,0,0,668,48,0,448,380,0,0,503,0,0,0,174,0,0,0,0,0,631,71,320,0,0,0
ASV_620,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,373,0,0,0
ASV_621,0,0,0,0,0,0,0,34,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_623,0,0,0,0,0,15,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_625,0,0,0,0,0,0,0,15,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_626,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,93,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_627,0,0,0,0,0,34,49,45,46,0,0,247,456,0,0,0,0,0,0,0,0,0,0,0,40,0,27,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_628,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_630,0,0,0,0,0,0,0,8,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_631,0,0,0,0,0,0,0,0,38,0,0,0,0,12,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_633,0,0,0,0,19,0,18,80,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_635,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,439,0,0,0,0,0,141,0,0,0
ASV_636,0,0,0,0,39,0,33,63,59,61,0,0,147,0,0,0,0,0,348,0,0,0,0,19,0,0,604,0,76,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
ASV_637,0,0,0,0,0,0,0,61,0,34,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_638,0,0,0,0,0,0,12,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_639,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_640,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_642,0,0,0,0,17,0,11,69,37,40,0,0,149,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_643,0,0,0,0,180,153,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_644,0,0,0,0,0,0,0,626,314,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,128,0,0,0,0,0,329,0,0,0,0,0
ASV_645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_646,0,0,0,0,0,0,0,22,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_648,0,0,0,0,0,0,58,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_649,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_650,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
ASV_651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0
ASV_652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_653,0,0,0,0,0,212,441,132,151,80,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,453,116,0,0,0,0,0,393,0,0,0,0,0
ASV_654,0,0,0,0,0,0,316,250,17,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_655,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0
ASV_656,0,0,0,0,376,227,116,0,0,98,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,344,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_658,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0
ASV_660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_661,0,0,0,0,17,9,20,38,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
